"Word","Length"
"appropriate","11"
"appropriated","12"
"appropriately","13"
"appropriateness","15"
"appropriates","12"
"appropriating","13"
"appropriation","13"
"appropriations","14"
"approval","8"
"approve","7"
"approved","8"
"approves","8"
"approving","9"
"approvingly","11"
"approximate","11"
"approximated","12"
"approximately","13"
"approximation","13"
"approximations","14"
"apricot","7"
"April","5"
"apron","5"
"aprons","6"
"apropos","7"
"apse","4"
"apt","3"
"aptitude","8"
"aptitudes","9"
"aptly","5"
"aptness","7"
"aqualung","8"
"aquamarine","10"
"aquanaut","8"
"aquaplane","9"
"aquarium","8"
"Aquarius","8"
"aquatic","7"
"aqueduct","8"
"aqueducts","9"
"aqueous","7"
"Aquinas","7"
"aquisition","10"
"Arab","4"
"arabesque","9"
"Arabia","6"
"Arabian","7"
"Arabians","8"
"Arabic","6"
"Arabs","5"
"arachnid","8"
"arbiter","7"
"arbitrarily","11"
"arbitrary","9"
"arbitrate","9"
"arbitrated","10"
"arbitration","11"
"arbitrator","10"
"arbor","5"
"arboreal","8"
"arboretum","9"
"arc","3"
"arcade","6"
"arcades","7"
"Arcadia","7"
"arcane","6"
"arch","4"
"archaeological","14"
"archaeologist","13"
"archaeologists","14"
"archaeology","11"
"archaic","7"
"archaism","8"
"archangel","9"
"archangels","10"
"archbishop","10"
"archdeacon","10"
"archdiocese","11"
"archduke","8"
"arched","6"
"archenemy","9"
"archeological","13"
"archer","6"
"archery","7"
"arches","6"
"archetype","9"
"Archimedes","10"
"arching","7"
"archipelago","11"
"architect","9"
"architectonic","13"
"architects","10"
"architect's","11"
"architectural","13"
"architecturally","15"
"architecture","12"
"architectures","13"
"archives","8"
"archtype","8"
"archway","7"
"arclike","7"
"arcs","4"
"Arctic","6"
"ardent","6"
"ardor","5"
"arduous","7"
"are","3"
"area","4"
"areas","5"
"area's","6"
"arena","5"
"arenas","6"
"aren't","6"
"Ares","4"
"Argentina","9"
"Argentine","9"
"Argentinian","11"
"argon","5"
"Argonaut","8"
"Argonauts","9"
"arguable","8"
"argue","5"
"argued","6"
"argues","6"
"arguing","7"
"argument","8"
"argumentation","13"
"argumentative","13"
"arguments","9"
"aria","4"
"Ariadne","7"
"Arianism","8"
"Arianist","8"
"Arianists","9"
"arid","4"
"Aries","5"
"arigato","7"
"arise","5"
"arisen","6"
"arises","6"
"arising","7"
"aristocracy","11"
"aristocrat","10"
"aristocratic","12"
"aristocratically","16"
"aristocrats","11"
"Aristotelian","12"
"Aristotle","9"
"Aristotle's","11"
"arithmetic","10"
"arithmetical","12"
"arithmetized","12"
"Arizona","7"
"ark","3"
"Arkansas","8"
"Arlene","6"
"Arlene's","8"
"Arlington","9"
"arm","3"
"armada","6"
"armada's","8"
"armadillo","9"
"Armageddon","10"
"armament","8"
"armaments","9"
"armature","8"
"armband","7"
"armchair","8"
"armchairs","9"
"armed","5"
"Armenian","8"
"armful","6"
"armhole","7"
"armies","6"
"armistice","9"
"armload","7"
"armoire","7"
"armor","5"
"armored","7"
"armory","6"
"armory's","8"
"armpit","6"
"armpits","7"
"arms","4"
"arm's","5"
"Armstrong","9"
"army","4"
"army's","6"
"Arnold","6"
"Arnold's","8"
"aroma","5"
"aromas","6"
"aromatic","8"
"arose","5"
"around","6"
"arousal","7"
"arouse","6"
"aroused","7"
"arouses","7"
"arousing","8"
"arpeggio","8"
"arraign","7"
"arraigned","9"
"arraigning","10"
"arraignment","11"
"arrange","7"
"arranged","8"
"arrangement","11"
"arrangements","12"
"arranges","8"
"arranging","9"
"arrant","6"
"array","5"
"arrears","7"
"arrest","6"
"arrested","8"
"arresting","9"
"arrests","7"
"arrival","7"
"arrivals","8"
"arrive","6"
"arrived","7"
"arrives","7"
"arriving","8"
"arrogance","9"
"arrogant","8"
"arrogantly","10"
"arrow","5"
"arrowed","7"
"arrowhead","9"
"arrowheads","10"
"arrowroot","9"
"arrows","6"
"arroyo","6"
"arsenal","7"
"arsenic","7"
"arson","5"
"art","3"
"Artemis","7"
"arterial","8"
"arteries","8"
"arteriolosclerosis","18"
"arteriosclerosis","16"
"artery","6"
"artery's","8"
"artful","6"
"artfully","8"
"artfulness","10"
"arthritic","9"
"arthritis","9"
"Arthur","6"
"Arthur's","8"
"artichoke","9"
"article","7"
"articles","8"
"articulate","10"
"articulated","11"
"articulation","12"
"articulations","13"
"artifact","8"
"artifacts","9"
"artificial","10"
"artificially","12"
"artillerist","11"
"artillery","9"
"artisan","7"
"artisans","8"
"artist","6"
"artiste","7"
"artistic","8"
"artistically","12"
"artistry","8"
"artists","7"
"artist's","8"
"artless","7"
"arts","4"
"art's","5"
"arty","4"
"Aryan","5"
"as","2"
"asbestos","8"
"ascend","6"
"ascendancy","10"
"ascended","8"
"ascendent","9"
"ascending","9"
"ascension","9"
"ascent","6"
"ascertain","9"
"ascertainable","13"
"ascertained","11"
"ascetic","7"
"asceticism","10"
"ascribe","7"
"ascribed","8"
"ascribes","8"
"ascription","10"
"aseptic","7"
"asexual","7"
"ash","3"
"ashamed","7"
"ashbin","6"
"ashcan","6"
"ashen","5"
"ashes","5"
"Ashley","6"
"ashore","6"
"ashtray","7"
"ashtrays","8"
"ashy","4"
"Asia","4"
"Asian","5"
"Asians","6"
"Asiatic","7"
"aside","5"
"Asimov's","8"
"asinine","7"
"ask","3"
"askance","7"
"asked","5"
"askew","5"
"asking","6"
"asks","4"
"aslant","6"
"asleep","6"
"asocial","7"
"asp","3"
"asparagus","9"
"aspect","6"
"aspects","7"
"aspen","5"
"asphalt","7"
"asphyxiate","10"
"asphyxiation","12"
"aspirate","8"
"aspiration","10"
"aspirations","11"
"aspire","6"
"aspired","7"
"aspires","7"
"aspirin","7"
"aspiring","8"
"ass","3"
"assail","6"
"assailant","9"
"assailants","10"
"assailed","8"
"assailing","9"
"assassin","8"
"assassinate","11"
"assassinated","12"
"assassination","13"
"assassins","9"
"assault","7"
"assaulted","9"
"assaulting","10"
"assaults","8"
"assay","5"
"assayed","7"
"assaying","8"
"assemblage","10"
"assemblages","11"
"assemble","8"
"assembled","9"
"assemblies","10"
"assembling","10"
"assembly","8"
"assemblyman","11"
"assent","6"
"assented","8"
"assert","6"
"asserted","8"
"asserting","9"
"assertion","9"
"assertions","10"
"assertive","9"
"assertiveness","13"
"asserts","7"
"asses","5"
"assess","6"
"assessed","8"
"assessing","9"
"assessment","10"
"assessments","11"
"assessor","8"
"assessors","9"
"assessor's","10"
"asset","5"
"assets","6"
"asshole","7"
"assiduous","9"
"assign","6"
"assignation","11"
"assigned","8"
"assignee","8"
"assigning","9"
"assignment","10"
"assignments","11"
"assigns","7"
"assimilate","10"
"assimilated","11"
"assimilation","12"
"assist","6"
"assistance","10"
"assistant","9"
"assistants","10"
"assisted","8"
"assisting","9"
"assists","7"
"associate","9"
"associated","10"
"associates","10"
"associating","11"
"association","11"
"associations","12"
"association's","13"
"associatively","13"
"assonance","9"
"assort","6"
"assorted","8"
"assortment","10"
"assuage","7"
"assuaged","8"
"assume","6"
"assumed","7"
"assumes","7"
"assuming","8"
"assumption","10"
"assumptions","11"
"assurance","9"
"assurances","10"
"assure","6"
"assured","7"
"assuredly","9"
"assures","7"
"assuring","8"
"Assyrian","8"
"aster","5"
"Asteria","7"
"asterisk","8"
"asterisks","9"
"asteroid","8"
"asteroidal","10"
"asthma","6"
"asthmatic","9"
"astigmatism","11"
"astonish","8"
"astonished","10"
"astonishing","11"
"astonishingly","13"
"astonishment","12"
"astound","7"
"astounded","9"
"astounding","10"
"astral","6"
"astray","6"
"astride","7"
"astringency","11"
"astringent","10"
"astrodome","9"
"astrolabe","9"
"astrology","9"
"astronaut","9"
"astronomer","10"
"astronomical","12"
"astronomically","14"
"astronomy","9"
"astrophysics","12"
"astute","6"
"astuteness","10"
"asunder","7"
"asylum","6"
"asymmetric","10"
"asymmetrical","12"
"asymmetrically","14"
"asymmetry","9"
"asymptotic","10"
"asymptotically","14"
"at","2"
"ate","3"
"Athabascan","10"
"atheism","7"
"atheist","7"
"atheistic","9"
"atheists","8"
"Athena","6"
"Athenian","8"
"Athenians","9"
"Athens","6"
"athlete","7"
"athletes","8"
"athlete's","9"
"athletic","8"
"athleticism","11"
"athletics","9"
"Atlanta","7"
"Atlanta's","9"
"Atlantic","8"
"Atlantis","8"
"atlas","5"
"atmosphere","10"
"atmospheres","11"
"atmospheric","11"
"atoll","5"
"atom","4"
"atomic","6"
"atomize","7"
"atoms","5"
"atonal","6"
"atonally","8"
"atone","5"
"atonement","9"
"atop","4"
"atrocious","9"
"atrociously","11"
"atrocities","10"
"atrocity","8"
"atrophied","9"
"atrophy","7"
"attach","6"
"attache","7"
"attached","8"
"attaches","8"
"attaching","9"
"attachment","10"
"attachments","11"
"attack","6"
"attacked","8"
"attacker","8"
"attackers","9"
"attacker's","10"
"attacking","9"
"attacks","7"
"attain","6"
"attainable","10"
"attained","8"
"attaining","9"
"attainment","10"
"attainments","11"
"attains","7"
"attempt","7"
"attempted","9"
"attempting","10"
"attempts","8"
"attend","6"
"attendance","10"
"attendant","9"
"attendants","10"
"attended","8"
"attending","9"
"attends","7"
"attention","9"
"attentions","10"
"attentive","9"
"attentively","11"
"attenuate","9"
"attest","6"
"attested","8"
"attesting","9"
"Attic","5"
"attire","6"
"attired","7"
"attitude","8"
"attitudes","9"
"attorney","8"
"attorneys","9"
"attorney's","10"
"attract","7"
"attracted","9"
"attracting","10"
"attraction","10"
"attractions","11"
"attractive","10"
"attractively","12"
"attracts","8"
"attributable","12"
"attribute","9"
"attributed","10"
"attributes","10"
"attributing","11"
"attribution","11"
"attrition","9"
"attuned","7"
"atypical","8"
"auburn","6"
"auction","7"
"auctioneer","10"
"auctioneer's","12"
"audacious","9"
"audacity","8"
"audible","7"
"audibly","7"
"audience","8"
"audiences","9"
"audio","5"
"audiovisual","11"
"audit","5"
"audited","7"
"auditing","8"
"audition","8"
"auditioning","11"
"auditions","9"
"auditor","7"
"auditorium","10"
"auditors","8"
"auditory","8"
"audits","6"
"Audrey","6"
"Audubon","7"
"auger","5"
"aught","5"
"augment","7"
"augmentation","12"
"augmented","9"
"augmenting","10"
"augurs","6"
"August","6"
"Augusta","7"
"Augustan","8"
"Augusta's","9"
"Augustine","9"
"Augustine's","11"
"Augustus","8"
"aunt","4"
"auntie","6"
"aunts","5"
"aunt's","6"
"aura","4"
"aural","5"
"aureola","7"
"aureole","7"
"aurora","6"
"Auschwitz","9"
"auspices","8"
"auspicious","10"
"auspiciously","12"
"Aussie","6"
"austere","7"
"austerely","9"
"austerity","9"
"Austin","6"
"Austin's","8"
"Australia","9"
"Australian","10"
"Austria","7"
"Austrian","8"
"autarchy","8"
"authentic","9"
"authenticate","12"
"authenticated","13"
"authentication","14"
"authentications","15"
"authenticator","13"
"authenticity","12"
"author","6"
"authoritarian","13"
"authoritarianism","16"
"authoritative","13"
"authoritatively","15"
"authorities","11"
"authority","9"
"authority's","11"
"authorization","13"
"authorizations","14"
"authorize","9"
"authorized","10"
"authorizes","10"
"authorizing","11"
"authors","7"
"author's","8"
"authorship","10"
"autism","6"
"autistic","8"
"auto","4"
"autobahn","8"
"autobiographic","14"
"autobiographical","16"
"autobiography","13"
"autocracies","11"
"autocracy","9"
"autocrat","8"
"autocratic","10"
"autocrats","9"
"autoerotism","11"
"autograph","9"
"autoloader","10"
"automate","8"
"automated","9"
"automatic","9"
"automatically","13"
"automation","10"
"automaton","9"
"automobile","10"
"automobiles","11"
"automotive","10"
"autonomic","9"
"autonomous","10"
"autonomy","8"
"autopsied","9"
"autopsy","7"
"autos","5"
"autumn","6"
"autumnal","8"
"auxiliaries","11"
"auxiliary","9"
"avail","5"
"availabilities","14"
"availability","12"
"available","9"
"availed","7"
"availing","8"
"avalanche","9"
"avarice","7"
"avaricious","10"
"avenge","6"
"avenging","8"
"avenue","6"
"avenues","7"
"average","7"
"averaged","8"
"averages","8"
"averaging","9"
"averse","6"
"aversion","8"
"aversive","8"
"avert","5"
"averted","7"
"averting","8"
"aviary","6"
"aviation","8"
"aviator","7"
"aviators","8"
"avid","4"
"avidity","7"
"avidly","6"
"avocado","7"
"avocados","8"
"avocation","9"
"avoid","5"
"avoidable","9"
"avoidance","9"
"avoided","7"
"avoiding","8"
"avoids","6"
"avow","4"
"avowed","6"
"await","5"
"awaited","7"
"awaiting","8"
"awaits","6"
"awake","5"
"awaken","6"
"awakened","8"
"awakening","9"
"awakens","7"
"award","5"
"awarded","7"
"awarding","8"
"awards","6"
"aware","5"
"awareness","9"
"awash","5"
"away","4"
"awe","3"
"awed","4"
"aweigh","6"
"awesome","7"
"awestruck","9"
"awful","5"
"awfully","7"
"awfulness","9"
"awhile","6"
"awkward","7"
"awkwardly","9"
"awkwardness","11"
"awl","3"
"awning","6"
"awnings","7"
"awoke","5"
"awry","4"
"ax","2"
"axe","3"
"axes","4"
"axial","5"
"axially","7"
"axiological","11"
"axiom","5"
"axiomatic","9"
"axioms","6"
"axis","4"
"axle","4"
"axles","5"
"aye","3"
"ayes","4"
"azalea","6"
"azaleas","7"
"Azerbaijan","10"
"azimuth","7"
"azure","5"
"babble","6"
"babbled","7"
"babe","4"
"babes","5"
"babies","6"
"baboon","6"
"baby","4"
"babyhood","8"
"Babylon","7"
"Babylonian","10"
"Babylonians","11"
"baby's","6"
"baccalaureate","13"
"baccarat","8"
"Bacchanal","9"
"Bacchus","7"
"Bach","4"
"bachelor","8"
"bachelors","9"
"back","4"
"backache","8"
"backbend","8"
"backbends","9"
"backboard","9"
"backbone","8"
"backbreaking","12"
"backdoor","8"
"backdrop","8"
"backed","6"
"backer","6"
"backers","7"
"backfire","8"
"backgammon","10"
"background","10"
"backgrounds","11"
"backhand","8"
"backhanded","10"
"backing","7"
"backlash","8"
"backless","8"
"backlog","7"
"backpack","8"
"backpedal","9"
"backs","5"
"backscratcher","13"
"backseat","8"
"backside","8"
"backslide","9"
"backspace","9"
"backstage","9"
"backstairs","10"
"backstitch","10"
"backstitching","13"
"backstroke","10"
"backtalk","8"
"backtrack","9"
"backup","6"
"backward","8"
"backwards","9"
"backwash","8"
"backwater","9"
"backwoods","9"
"backwoodsman","12"
"backyard","8"
"backyards","9"
"bacon","5"
"bacteria","8"
"bacterial","9"
"bacteriologist","14"
"bacteriology","12"
"bacterium","9"
"bad","3"
"bade","4"
"badge","5"
"badger","6"
"badgering","9"
"badges","6"
"Badlands","8"
"badly","5"
"badmen","6"
"badminton","9"
"badness","7"
"baffle","6"
"baffled","7"
"bafflers","8"
"baffling","8"
"bag","3"
"bagatelle","9"
"bagful","6"
"baggage","7"
"bagged","6"
"baggy","5"
"bagpipe","7"
"bags","4"
"bah","3"
"Bahamas","7"
"Bahrain","7"
"bail","4"
"bailiff","7"
"bailing","7"
"bailment","8"
"bairn","5"
"bait","4"
"baited","6"
"bake","4"
"baked","5"
"baker","5"
"bakery","6"
"bakes","5"
"baking","6"
"baklava","7"
"balance","7"
"balanced","8"
"balances","8"
"balancing","9"
"balconies","9"
"balcony","7"
"bald","4"
"balderdash","10"
"balding","7"
"baldness","8"
"baldy","5"
"bale","4"
"baleful","7"
"bales","5"
"Bali","4"
"Balinese","8"
"balk","4"
"Balkans","7"
"balked","6"
"balkiness","9"
"balking","7"
"balks","5"
"ball","4"
"ballad","6"
"ballade","7"
"ballads","7"
"ballast","7"
"balled","6"
"ballerina","9"
"ballerinas","10"
"ballet","6"
"ballets","7"
"ballfields","10"
"ballgowns","9"
"ballistic","9"
"ballistics","10"
"balloon","7"
"ballooning","10"
"balloonist","10"
"balloons","8"
"ballot","6"
"ballots","7"
"ballplayer","10"
"ballplayers","11"
"ballpoint","9"
"ballroom","8"
"balls","5"
"ball's","6"
"ballyhoo","8"
"balm","4"
"balmy","5"
"balsam","6"
"balsams","7"
"Baltic","6"
"Baltimore","9"
"Baltimore's","11"
"Bambi","5"
"bambino","7"
"bamboo","6"
"bamboozle","9"
"ban","3"
"banal","5"
"banality","8"
"banana","6"
"bananas","7"
"band","4"
"bandage","7"
"bandaged","8"
"bandages","8"
"bandaging","9"
"bandanna","8"
"banded","6"
"banding","7"
"bandit","6"
"banditos","8"
"bandits","7"
"bandmaster","10"
"bandoleers","10"
"bands","5"
"bandstand","9"
"bandwagon","9"
"bandwidth","9"
"bane","4"
"bang","4"
"banged","6"
"banging","7"
"Bangkok","7"
"Bangladesh","10"
"bangle","6"
"bangles","7"
"bangs","5"
"banish","6"
"banished","8"
"banishes","8"
"banishing","9"
"banishment","10"
"banister","8"
"banisters","9"
"banjo","5"
"bank","4"
"bankbill","8"
"bankbook","8"
"banked","6"
"banker","6"
"bankers","7"
"banking","7"
"banknote","8"
"bankroll","8"
"bankrupt","8"
"bankruptcy","10"
"banks","5"
"banned","6"
"banner","6"
"banners","7"
"banning","7"
"banquet","7"
"banquets","8"
"bans","4"
"banshee","7"
"banshees","8"
"bantam","6"
"bantamweight","12"
"banter","6"
"bantered","8"
"bantering","9"
"baobab","6"
"baptism","7"
"baptismal","9"
"baptisms","8"
"Baptist","7"
"baptistery","10"
"Baptists","8"
"baptist's","9"
"baptize","7"
"baptized","8"
"bar","3"
"barb","4"
"Barbados","8"
"Barbara","7"
"barbarian","9"
"barbarians","10"
"barbaric","8"
"barbarism","9"
"barbarity","9"
"barbarous","9"
"barbecue","8"
"barbecued","9"
"barbecues","9"
"barbed","6"
"barbel","6"
"barbell","7"
"barber","6"
"barber's","8"
"barbital","8"
"barbiturate","11"
